title,creator,type,institution,country,year,rights,link
Documentary footage,Alphonse Mucha,SOUND,Czech Digital Library,Czech Republic,1948,In Copyright,https://www.digitalniknihovna.cz/mzk/uuid/uuid:911414
Official decree,Josef Mánes,TEXT,National Museum Prague,Czech Republic,1871,In Copyright,https://www.nm.cz/en/collections/783932
Architectural drawing,František Kupka,IMAGE,National Museum Prague,Czech Republic,1936,In Copyright,https://www.nm.cz/en/collections/439121
Manuscript fragment,Alphonse Mucha,SOUND,National Library Czech Republic,Czech Republic,1744,CC BY-SA 4.0,https://www.manuscriptorium.com/apps/main/index.php?request=show_tei_digidoc&docId=465227
Legal document,Max Švabinský,IMAGE,National Library Czech Republic,Czech Republic,,No Copyright Non-Commercial,https://www.manuscriptorium.com/apps/main/index.php?request=show_tei_digidoc&docId=961493
Printed book page,Mikoláš Aleš,IMAGE,Moravian Library,Czech Republic,1787,CC0 Public Domain,https://www.digitalniknihovna.cz/mzk/uuid/uuid:957915
Religious icon,František Kupka,IMAGE,Czech Digital Library,Czech Republic,1779,,https://www.digitalniknihovna.cz/mzk/uuid/uuid:157187
Letter from the archive,Max Švabinský,IMAGE,National Museum Prague,Czech Republic,1615,,https://www.nm.cz/en/collections/943349
Genre scene,Alphonse Mucha,VIDEO,Moravian Library,Czech Republic,1769,,https://www.digitalniknihovna.cz/mzk/uuid/uuid:664139
Digital reconstruction of building,Mikoláš Aleš,3D,Czech Digital Library,Czech Republic,1942,,https://www.digitalniknihovna.cz/mzk/uuid/uuid:248213
Architectural drawing,Josef Mánes,IMAGE,National Library Czech Republic,Czech Republic,1789,CC BY 4.0,https://www.manuscriptorium.com/apps/main/index.php?request=show_tei_digidoc&docId=163029
Portrait of a woman,Alphonse Mucha,3D,Czech Digital Library,Czech Republic,1834,CC0 Public Domain,https://www.digitalniknihovna.cz/mzk/uuid/uuid:169832
Chronicle of the kingdom,Alphonse Mucha,IMAGE,Czech Digital Library,Czech Republic,1748,,https://www.digitalniknihovna.cz/mzk/uuid/uuid:505298
Diary entry,Max Švabinský,3D,National Library Czech Republic,Czech Republic,1550,No Copyright Non-Commercial,https://www.manuscriptorium.com/apps/main/index.php?request=show_tei_digidoc&docId=657381
View of the city harbour,Mikoláš Aleš,IMAGE,Moravian Library,Czech Republic,1762,CC BY 4.0,https://www.digitalniknihovna.cz/mzk/uuid/uuid:655132
Portrait of a nobleman,Jan Preisler,IMAGE,Moravian Library,Czech Republic,1880,CC BY-SA 4.0,https://www.digitalniknihovna.cz/mzk/uuid/uuid:817552
Etching of the cathedral,František Kupka,TEXT,Czech Digital Library,Czech Republic,1749,CC0 Public Domain,https://www.digitalniknihovna.cz/mzk/uuid/uuid:756190
Map of the region,Mikoláš Aleš,TEXT,National Library Czech Republic,Czech Republic,1993,CC BY 4.0,https://www.manuscriptorium.com/apps/main/index.php?request=show_tei_digidoc&docId=458388
Documentary footage,Alphonse Mucha,SOUND,National Museum Prague,Czech Republic,1943,,https://www.nm.cz/en/collections/742198
3D scan of sculpture,József Rippl-Rónai,TEXT,Hungarian National Museum,Hungary,,CC BY 4.0,https://www.mnm.hu/en/collections/547180
Genre scene,József Rippl-Rónai,IMAGE,Museum of Fine Arts Budapest,Hungary,1887,,https://www.mfab.hu/en/collections/245308
Town plan,László Paál,TEXT,Hungarian National Museum,Hungary,1978,,https://www.mnm.hu/en/collections/649249
Letter from the archive,Bertalan Székely,IMAGE,Hungarian National Museum,Hungary,1892,CC0 Public Domain,https://www.mnm.hu/en/collections/684413
Newspaper article,László Paál,VIDEO,National Szechenyi Library,Hungary,1363,CC BY 4.0,https://nektar.oszk.hu/hu/manifestation/862398
Printed book page,József Rippl-Rónai,TEXT,National Archives Hungary,Hungary,1998,,https://mnl.gov.hu/mnl/ol/961613
Religious icon,László Paál,TEXT,Museum of Fine Arts Budapest,Hungary,1336,CC BY 4.0,https://www.mfab.hu/en/collections/293720
Map of the region,Tivadar Csontváry,TEXT,Hungarian National Museum,Hungary,1888,,https://www.mnm.hu/en/collections/127351
Town plan,László Paál,3D,National Archives Hungary,Hungary,1749,,https://mnl.gov.hu/mnl/ol/492124
Landscape with river,József Rippl-Rónai,IMAGE,National Archives Hungary,Hungary,1207,CC BY 4.0,https://mnl.gov.hu/mnl/ol/337264
Illuminated miniature,József Rippl-Rónai,TEXT,Museum of Fine Arts Budapest,Hungary,1904,,https://www.mfab.hu/en/collections/312686
Town plan,József Rippl-Rónai,3D,Hungarian National Museum,Hungary,1978,CC BY-SA 4.0,https://www.mnm.hu/en/collections/579770
Illuminated miniature,Mihály Munkácsy,SOUND,National Archives Hungary,Hungary,1895,CC BY-SA 4.0,https://mnl.gov.hu/mnl/ol/513296
Printed book page,Tivadar Csontváry,IMAGE,National Szechenyi Library,Hungary,1915,In Copyright,https://nektar.oszk.hu/hu/manifestation/967182
Folk song recording,Bertalan Székely,IMAGE,National Archives Hungary,Hungary,1903,In Copyright,https://mnl.gov.hu/mnl/ol/641198
Parish register entry,Pál Szinyei Merse,3D,Hungarian National Museum,Hungary,1929,CC BY-SA 4.0,https://www.mnm.hu/en/collections/911259
Digital reconstruction of building,József Rippl-Rónai,TEXT,Hungarian National Museum,Hungary,1818,CC0 Public Domain,https://www.mnm.hu/en/collections/823468
Battle scene,Bertalan Székely,3D,National Archives Hungary,Hungary,1699,,https://mnl.gov.hu/mnl/ol/624977
Letter from the archive,József Rippl-Rónai,SOUND,Hungarian National Museum,Hungary,1775,In Copyright,https://www.mnm.hu/en/collections/126122
Architectural drawing,József Rippl-Rónai,IMAGE,Hungarian National Museum,Hungary,1891,CC BY-SA 4.0,https://www.mnm.hu/en/collections/825318
Battle scene,Bertalan Székely,IMAGE,Hungarian National Museum,Hungary,1846,CC0 Public Domain,https://www.mnm.hu/en/collections/840532
Illuminated miniature,Tivadar Csontváry,SOUND,National Szechenyi Library,Hungary,1975,No Copyright Non-Commercial,https://nektar.oszk.hu/hu/manifestation/741804
Census record,Mihály Munkácsy,IMAGE,National Archives Hungary,Hungary,1909,CC BY-SA 4.0,https://mnl.gov.hu/mnl/ol/692960
Woodcut illustration,László Paál,IMAGE,Hungarian National Museum,Hungary,1839,,https://www.mnm.hu/en/collections/153802
Religious icon,Pál Szinyei Merse,IMAGE,National Archives Hungary,Hungary,1329,CC BY 4.0,https://mnl.gov.hu/mnl/ol/312705
Diary entry,József Rippl-Rónai,3D,National Szechenyi Library,Hungary,1938,In Copyright,https://nektar.oszk.hu/hu/manifestation/669902
3D scan of sculpture,László Paál,TEXT,National Archives Hungary,Hungary,1856,,https://mnl.gov.hu/mnl/ol/598820
Map of the region,Tivadar Csontváry,IMAGE,National Szechenyi Library,Hungary,1871,No Copyright Non-Commercial,https://nektar.oszk.hu/hu/manifestation/391622
Still life with flowers,Mihály Munkácsy,IMAGE,Hungarian National Museum,Hungary,1718,CC0 Public Domain,https://www.mnm.hu/en/collections/785010
Letter from the archive,Bertalan Székely,TEXT,National Szechenyi Library,Hungary,1545,CC0 Public Domain,https://nektar.oszk.hu/hu/manifestation/151413
Digital reconstruction of building,Bertalan Székely,TEXT,Hungarian National Museum,Hungary,1936,,https://www.mnm.hu/en/collections/825104
Census record,József Rippl-Rónai,VIDEO,Hungarian National Museum,Hungary,1920,CC0 Public Domain,https://www.mnm.hu/en/collections/197649
Woodcut illustration,József Rippl-Rónai,IMAGE,Museum of Fine Arts Budapest,Hungary,1837,In Copyright,https://www.mfab.hu/en/collections/984274
Town plan,László Paál,IMAGE,National Archives Hungary,Hungary,1867,CC BY-SA 4.0,https://mnl.gov.hu/mnl/ol/445200
Digital reconstruction of building,Bertalan Székely,TEXT,Hungarian National Museum,Hungary,1880,CC0 Public Domain,https://www.mnm.hu/en/collections/214611
Manuscript fragment,József Rippl-Rónai,TEXT,National Szechenyi Library,Hungary,1767,No Copyright Non-Commercial,https://nektar.oszk.hu/hu/manifestation/988980
Documentary footage,László Paál,3D,Museum of Fine Arts Budapest,Hungary,1823,,https://www.mfab.hu/en/collections/762550
Genre scene,Bertalan Székely,TEXT,Hungarian National Museum,Hungary,1260,CC0 Public Domain,https://www.mnm.hu/en/collections/223949
Manuscript fragment,Tivadar Csontváry,SOUND,Hungarian National Museum,Hungary,1781,CC0 Public Domain,https://www.mnm.hu/en/collections/450006
Town plan,Mihály Munkácsy,TEXT,Hungarian National Museum,Hungary,1919,CC BY-SA 4.0,https://www.mnm.hu/en/collections/366776
Woodcut illustration,José Malhoa,VIDEO,Arquivo Nacional Torre do Tombo,Portugal,1921,CC0 Public Domain,https://digitarq.arquivos.pt/details?id=219366
Newspaper article,Amadeo de Souza-Cardoso,IMAGE,Museu Nacional do Azulejo,Portugal,1743,CC BY 4.0,https://www.museudoazulejo.pt/en-GB/collections/303440
Portrait of a woman,Columbano Bordalo Pinheiro,IMAGE,Museu Nacional do Azulejo,Portugal,1758,CC BY 4.0,https://www.museudoazulejo.pt/en-GB/collections/604884
Census record,Columbano Bordalo Pinheiro,SOUND,Arquivo Nacional Torre do Tombo,Portugal,1919,,https://digitarq.arquivos.pt/details?id=158743
Genre scene,José Malhoa,IMAGE,Arquivo Nacional Torre do Tombo,Portugal,1745,No Copyright Non-Commercial,https://digitarq.arquivos.pt/details?id=818791
Newspaper article,Domingos Sequeira,TEXT,Biblioteca Nacional de Portugal,Portugal,,CC0 Public Domain,https://purl.pt/455627
Landscape with river,José Malhoa,SOUND,Museu Nacional de Arte Antiga,Portugal,1948,No Copyright Non-Commercial,https://www.museudearteantiga.pt/collections/222520
Town plan,Amadeo de Souza-Cardoso,VIDEO,Arquivo Nacional Torre do Tombo,Portugal,1863,CC0 Public Domain,https://digitarq.arquivos.pt/details?id=384685
Newspaper article,Silva Porto,3D,Museu Nacional de Arte Antiga,Portugal,1822,CC BY-SA 4.0,https://www.museudearteantiga.pt/collections/326639
Woodcut illustration,Silva Porto,IMAGE,Biblioteca Nacional de Portugal,Portugal,1803,CC BY 4.0,https://purl.pt/197102
Genre scene,José Malhoa,IMAGE,Museu Nacional do Azulejo,Portugal,1933,CC BY-SA 4.0,https://www.museudoazulejo.pt/en-GB/collections/606957
Woodcut illustration,Silva Porto,IMAGE,Arquivo Nacional Torre do Tombo,Portugal,,CC0 Public Domain,https://digitarq.arquivos.pt/details?id=962074
Printed book page,Domingos Sequeira,IMAGE,Museu Nacional de Arte Antiga,Portugal,1907,In Copyright,https://www.museudearteantiga.pt/collections/848344
Coat of arms,Silva Porto,IMAGE,Biblioteca Nacional de Portugal,Portugal,1705,No Copyright Non-Commercial,https://purl.pt/191305
Portrait of a nobleman,José Malhoa,TEXT,Biblioteca Nacional de Portugal,Portugal,1726,No Copyright Non-Commercial,https://purl.pt/895338
Chronicle of the kingdom,Domingos Sequeira,TEXT,Arquivo Nacional Torre do Tombo,Portugal,1756,CC BY-SA 4.0,https://digitarq.arquivos.pt/details?id=658131
Landscape with river,Silva Porto,IMAGE,Biblioteca Nacional de Portugal,Portugal,1486,CC BY-SA 4.0,https://purl.pt/220020
Folk song recording,Domingos Sequeira,VIDEO,Biblioteca Nacional de Portugal,Portugal,1680,CC BY-SA 4.0,https://purl.pt/384218
Landscape with river,José Malhoa,TEXT,Arquivo Nacional Torre do Tombo,Portugal,1843,CC0 Public Domain,https://digitarq.arquivos.pt/details?id=426503
Portrait of a nobleman,Nuno Gonçalves,IMAGE,Museu Nacional do Azulejo,Portugal,1598,In Copyright,https://www.museudoazulejo.pt/en-GB/collections/808308
Parish register entry,Nuno Gonçalves,SOUND,Biblioteca Nacional de Portugal,Portugal,1875,CC BY 4.0,https://purl.pt/838908
Chronicle of the kingdom,José Malhoa,VIDEO,Museu Nacional do Azulejo,Portugal,1797,CC BY-SA 4.0,https://www.museudoazulejo.pt/en-GB/collections/957150
Battle scene,Columbano Bordalo Pinheiro,IMAGE,Biblioteca Nacional de Portugal,Portugal,1579,,https://purl.pt/591022
Map of the region,Columbano Bordalo Pinheiro,TEXT,Museu Nacional do Azulejo,Portugal,1746,CC BY 4.0,https://www.museudoazulejo.pt/en-GB/collections/746910
Etching of the cathedral,Domingos Sequeira,VIDEO,Museu Nacional do Azulejo,Portugal,1808,CC BY-SA 4.0,https://www.museudoazulejo.pt/en-GB/collections/575301
Official decree,Nuno Gonçalves,VIDEO,Museu Nacional do Azulejo,Portugal,1798,In Copyright,https://www.museudoazulejo.pt/en-GB/collections/986850
Documentary footage,José Malhoa,IMAGE,Arquivo Nacional Torre do Tombo,Portugal,1950,CC0 Public Domain,https://digitarq.arquivos.pt/details?id=525392
Etching of the cathedral,Silva Porto,IMAGE,Biblioteca Nacional de Portugal,Portugal,1875,CC BY-SA 4.0,https://purl.pt/658624
Folk song recording,Domingos Sequeira,TEXT,Museu Nacional do Azulejo,Portugal,1843,CC BY 4.0,https://www.museudoazulejo.pt/en-GB/collections/605806
Etching of the cathedral,Amadeo de Souza-Cardoso,SOUND,Museu Nacional de Arte Antiga,Portugal,1934,In Copyright,https://www.museudearteantiga.pt/collections/694764
Illuminated miniature,Domingos Sequeira,IMAGE,Museu Nacional de Arte Antiga,Portugal,1907,,https://www.museudearteantiga.pt/collections/702080
Newspaper article,Silva Porto,IMAGE,Museu Nacional do Azulejo,Portugal,1751,In Copyright,https://www.museudoazulejo.pt/en-GB/collections/284731
Coat of arms,José Malhoa,IMAGE,Biblioteca Nacional de Portugal,Portugal,1920,No Copyright Non-Commercial,https://purl.pt/908812
Battle scene,Amadeo de Souza-Cardoso,IMAGE,Museu Nacional do Azulejo,Portugal,1648,CC BY 4.0,https://www.museudoazulejo.pt/en-GB/collections/956721
Printed book page,Domingos Sequeira,IMAGE,Biblioteca Nacional de Portugal,Portugal,1873,No Copyright Non-Commercial,https://purl.pt/405663
Coat of arms,Domingos Sequeira,TEXT,Museu Nacional do Azulejo,Portugal,1886,CC BY-SA 4.0,https://www.museudoazulejo.pt/en-GB/collections/414295
Battle scene,Columbano Bordalo Pinheiro,VIDEO,Arquivo Nacional Torre do Tombo,Portugal,1865,No Copyright Non-Commercial,https://digitarq.arquivos.pt/details?id=108513
View of the city harbour,Domingos Sequeira,TEXT,Museu Nacional do Azulejo,Portugal,,CC BY-SA 4.0,https://www.museudoazulejo.pt/en-GB/collections/675547
Religious icon,Amadeo de Souza-Cardoso,VIDEO,Biblioteca Nacional de Portugal,Portugal,1789,CC BY-SA 4.0,https://purl.pt/132699
Town plan,Amadeo de Souza-Cardoso,VIDEO,Museu Nacional do Azulejo,Portugal,1869,In Copyright,https://www.museudoazulejo.pt/en-GB/collections/525756
Official decree,Pekka Halonen,IMAGE,Finnish National Gallery,Finland,1846,CC BY 4.0,https://www.kansallisgalleria.fi/en/object/297370
Diary entry,Albert Edelfelt,TEXT,Ateneum Art Museum,Finland,1518,,https://www.kansallisgalleria.fi/en/object/231647
Coat of arms,Albert Edelfelt,3D,National Library of Finland,Finland,1664,In Copyright,https://digi.kansalliskirjasto.fi/aikakausi/binding/242371
Digital reconstruction of building,Hugo Simberg,SOUND,Ateneum Art Museum,Finland,1870,CC BY 4.0,https://www.kansallisgalleria.fi/en/object/576467
Map of the region,Hugo Simberg,VIDEO,Ateneum Art Museum,Finland,1873,CC BY 4.0,https://www.kansallisgalleria.fi/en/object/545405
Town plan,Pekka Halonen,TEXT,Ateneum Art Museum,Finland,1869,No Copyright Non-Commercial,https://www.kansallisgalleria.fi/en/object/382329
3D scan of sculpture,Akseli Gallen-Kallela,IMAGE,Finnish Heritage Agency,Finland,1874,In Copyright,https://www.finna.fi/Record/839122
Still life with flowers,Pekka Halonen,IMAGE,Ateneum Art Museum,Finland,1896,,https://www.kansallisgalleria.fi/en/object/866816
Documentary footage,Hugo Simberg,IMAGE,Finnish Heritage Agency,Finland,1780,No Copyright Non-Commercial,https://www.finna.fi/Record/192742
Digital reconstruction of building,Pekka Halonen,TEXT,National Library of Finland,Finland,1801,CC0 Public Domain,https://digi.kansalliskirjasto.fi/aikakausi/binding/460234
3D scan of sculpture,Hugo Simberg,3D,Ateneum Art Museum,Finland,1837,,https://www.kansallisgalleria.fi/en/object/447617
Town plan,Albert Edelfelt,IMAGE,Finnish Heritage Agency,Finland,1772,No Copyright Non-Commercial,https://www.finna.fi/Record/885829
3D scan of sculpture,Akseli Gallen-Kallela,3D,Finnish Heritage Agency,Finland,1574,CC BY 4.0,https://www.finna.fi/Record/700687
Battle scene,Helene Schjerfbeck,3D,National Library of Finland,Finland,1571,CC BY 4.0,https://digi.kansalliskirjasto.fi/aikakausi/binding/630155
Architectural drawing,Albert Edelfelt,TEXT,Finnish Heritage Agency,Finland,1938,CC BY-SA 4.0,https://www.finna.fi/Record/114892
Coat of arms,Eero Järnefelt,IMAGE,Finnish National Gallery,Finland,1916,In Copyright,https://www.kansallisgalleria.fi/en/object/487728
Etching of the cathedral,Hugo Simberg,IMAGE,Finnish National Gallery,Finland,1710,No Copyright Non-Commercial,https://www.kansallisgalleria.fi/en/object/134697
Newspaper article,Eero Järnefelt,IMAGE,Finnish National Gallery,Finland,,In Copyright,https://www.kansallisgalleria.fi/en/object/889327
Illuminated miniature,Albert Edelfelt,3D,Ateneum Art Museum,Finland,1793,,https://www.kansallisgalleria.fi/en/object/275409
Woodcut illustration,Akseli Gallen-Kallela,TEXT,Finnish Heritage Agency,Finland,1751,CC0 Public Domain,https://www.finna.fi/Record/155074
Illuminated miniature,Helene Schjerfbeck,3D,Ateneum Art Museum,Finland,1890,No Copyright Non-Commercial,https://www.kansallisgalleria.fi/en/object/345011
Still life with flowers,Hugo Simberg,TEXT,Ateneum Art Museum,Finland,1429,No Copyright Non-Commercial,https://www.kansallisgalleria.fi/en/object/555851
Documentary footage,Pekka Halonen,VIDEO,Ateneum Art Museum,Finland,1636,,https://www.kansallisgalleria.fi/en/object/143010
Letter from the archive,Hugo Simberg,TEXT,Finnish Heritage Agency,Finland,1916,CC BY-SA 4.0,https://www.finna.fi/Record/380061
Illuminated miniature,Hugo Simberg,TEXT,Ateneum Art Museum,Finland,1933,,https://www.kansallisgalleria.fi/en/object/717322
Letter from the archive,Pekka Halonen,IMAGE,Finnish Heritage Agency,Finland,1904,No Copyright Non-Commercial,https://www.finna.fi/Record/111091
Documentary footage,Hugo Simberg,IMAGE,National Library of Finland,Finland,1828,CC0 Public Domain,https://digi.kansalliskirjasto.fi/aikakausi/binding/818798
View of the city harbour,Helene Schjerfbeck,TEXT,Finnish Heritage Agency,Finland,1652,CC0 Public Domain,https://www.finna.fi/Record/749485
Town plan,Eero Järnefelt,IMAGE,Finnish National Gallery,Finland,1908,CC0 Public Domain,https://www.kansallisgalleria.fi/en/object/190582
Trade contract,Pekka Halonen,IMAGE,Ateneum Art Museum,Finland,1737,CC0 Public Domain,https://www.kansallisgalleria.fi/en/object/829445
Portrait of a woman,Periкles Pantazis,IMAGE,Benaki Museum,Greece,1944,In Copyright,https://www.benaki.org/en/collections/389809
Woodcut illustration,Nikiforos Lytras,IMAGE,Byzantine and Christian Museum,Greece,1924,CC0 Public Domain,https://www.byzantinemuseum.gr/en/collections/390756
Architectural drawing,Nikiforos Lytras,IMAGE,Benaki Museum,Greece,1862,CC BY-SA 4.0,https://www.benaki.org/en/collections/286572
Landscape with river,Theodoros Vryzakis,SOUND,National Archaeological Museum,Greece,1638,,https://www.namuseum.gr/en/collections/615959
Census record,Georgios Jakobides,IMAGE,Benaki Museum,Greece,1704,In Copyright,https://www.benaki.org/en/collections/850151
Woodcut illustration,Nikolaos Gyzis,TEXT,National Library of Greece,Greece,1960,In Copyright,https://www.nlg.gr/en/collections/119676
Architectural drawing,Nikolaos Gyzis,SOUND,National Library of Greece,Greece,1750,CC BY 4.0,https://www.nlg.gr/en/collections/834061
Official decree,Theodoros Vryzakis,3D,National Library of Greece,Greece,1949,In Copyright,https://www.nlg.gr/en/collections/523533
Portrait of a nobleman,Theodoros Vryzakis,TEXT,National Library of Greece,Greece,1930,In Copyright,https://www.nlg.gr/en/collections/822742
Letter from the archive,Theodoros Vryzakis,VIDEO,National Library of Greece,Greece,1880,,https://www.nlg.gr/en/collections/417538
Battle scene,Nikiforos Lytras,VIDEO,National Library of Greece,Greece,1941,In Copyright,https://www.nlg.gr/en/collections/897392
Parish register entry,Georgios Jakobides,IMAGE,National Archaeological Museum,Greece,1749,,https://www.namuseum.gr/en/collections/300281
Official decree,Periкles Pantazis,VIDEO,National Library of Greece,Greece,1824,CC0 Public Domain,https://www.nlg.gr/en/collections/763529
Portrait of a nobleman,Nikolaos Gyzis,TEXT,National Archaeological Museum,Greece,1749,,https://www.namuseum.gr/en/collections/721748
Official decree,Theodoros Vryzakis,TEXT,National Library of Greece,Greece,1901,No Copyright Non-Commercial,https://www.nlg.gr/en/collections/974774
Letter from the archive,Nikiforos Lytras,IMAGE,National Library of Greece,Greece,1827,,https://www.nlg.gr/en/collections/144894
Illuminated miniature,Periкles Pantazis,IMAGE,Benaki Museum,Greece,1953,No Copyright Non-Commercial,https://www.benaki.org/en/collections/344303
Official decree,Konstantinos Volanakis,IMAGE,National Archaeological Museum,Greece,1783,No Copyright Non-Commercial,https://www.namuseum.gr/en/collections/148026
Portrait of a woman,Nikolaos Gyzis,IMAGE,National Archaeological Museum,Greece,1906,CC0 Public Domain,https://www.namuseum.gr/en/collections/422266
Newspaper article,Theodoros Vryzakis,IMAGE,Benaki Museum,Greece,1906,No Copyright Non-Commercial,https://www.benaki.org/en/collections/167064
Battle scene,Konstantinos Volanakis,TEXT,National Library of Greece,Greece,1794,CC BY 4.0,https://www.nlg.gr/en/collections/546915
Coat of arms,Nikiforos Lytras,IMAGE,Benaki Museum,Greece,1554,No Copyright Non-Commercial,https://www.benaki.org/en/collections/672401
Letter from the archive,Theodoros Vryzakis,IMAGE,National Library of Greece,Greece,1796,CC0 Public Domain,https://www.nlg.gr/en/collections/226610
Folk song recording,Georgios Jakobides,VIDEO,Benaki Museum,Greece,1774,CC BY 4.0,https://www.benaki.org/en/collections/559969
Etching of the cathedral,Georgios Jakobides,IMAGE,National Library of Greece,Greece,1820,,https://www.nlg.gr/en/collections/742191
Portrait of a nobleman,Konstantinos Volanakis,IMAGE,National Library of Greece,Greece,1996,CC0 Public Domain,https://www.nlg.gr/en/collections/288128
Town plan,Konstantinos Volanakis,3D,Byzantine and Christian Museum,Greece,1569,CC BY 4.0,https://www.byzantinemuseum.gr/en/collections/316174
Landscape with river,Konstantinos Volanakis,TEXT,Benaki Museum,Greece,1292,No Copyright Non-Commercial,https://www.benaki.org/en/collections/825272
Portrait of a woman,Theodoros Vryzakis,IMAGE,Benaki Museum,Greece,1871,CC BY-SA 4.0,https://www.benaki.org/en/collections/464750
Documentary footage,Georgios Jakobides,IMAGE,National Archaeological Museum,Greece,1897,CC0 Public Domain,https://www.namuseum.gr/en/collections/748985
Architectural drawing,Gheorghe Tattarescu,TEXT,National Museum of Romania,Romania,1538,CC0 Public Domain,https://www.mnir.ro/en/collections/303129
Landscape with river,Gheorghe Tattarescu,IMAGE,Brukenthal National Museum,Romania,1593,,https://www.brukenthalmuseum.ro/en/collections/145209
Architectural drawing,Ion Andreescu,SOUND,CIMEC Romania,Romania,1948,CC BY-SA 4.0,https://www.cimec.ro/Muzee/746781
Illuminated miniature,Nicolae Grigorescu,IMAGE,Brukenthal National Museum,Romania,1703,CC0 Public Domain,https://www.brukenthalmuseum.ro/en/collections/663463
Battle scene,Stefan Luchian,IMAGE,Brukenthal National Museum,Romania,1874,CC BY 4.0,https://www.brukenthalmuseum.ro/en/collections/856445
Illuminated miniature,Gheorghe Tattarescu,TEXT,CIMEC Romania,Romania,1714,,https://www.cimec.ro/Muzee/441505
Map of the region,Ion Andreescu,IMAGE,CIMEC Romania,Romania,1924,,https://www.cimec.ro/Muzee/532637
3D scan of sculpture,Nicolae Grigorescu,3D,National Museum of Romania,Romania,1960,In Copyright,https://www.mnir.ro/en/collections/156978
Landscape with river,Stefan Luchian,3D,National Museum of Romania,Romania,1684,In Copyright,https://www.mnir.ro/en/collections/491627
Architectural drawing,Nicolae Tonitza,VIDEO,National Museum of Romania,Romania,1677,CC BY 4.0,https://www.mnir.ro/en/collections/452207
Religious icon,Theodor Aman,IMAGE,National Library of Romania,Romania,1897,In Copyright,https://www.bibnat.ro/dyn-doc/en/580854
Digital reconstruction of building,Ion Andreescu,TEXT,CIMEC Romania,Romania,1939,CC BY 4.0,https://www.cimec.ro/Muzee/927899
Battle scene,Stefan Luchian,TEXT,National Museum of Romania,Romania,1827,In Copyright,https://www.mnir.ro/en/collections/998602
Portrait of a nobleman,Gheorghe Tattarescu,TEXT,Brukenthal National Museum,Romania,1915,,https://www.brukenthalmuseum.ro/en/collections/548906
3D scan of sculpture,Theodor Aman,SOUND,National Museum of Romania,Romania,1987,CC BY 4.0,https://www.mnir.ro/en/collections/720517
View of the city harbour,Gheorghe Tattarescu,IMAGE,National Library of Romania,Romania,1902,In Copyright,https://www.bibnat.ro/dyn-doc/en/869105
Official decree,Stefan Luchian,SOUND,Brukenthal National Museum,Romania,1626,,https://www.brukenthalmuseum.ro/en/collections/961186
Town plan,Nicolae Grigorescu,IMAGE,National Museum of Romania,Romania,1959,,https://www.mnir.ro/en/collections/526369
Portrait of a woman,Theodor Aman,TEXT,CIMEC Romania,Romania,1839,CC0 Public Domain,https://www.cimec.ro/Muzee/116703
Diary entry,Nicolae Tonitza,3D,National Museum of Romania,Romania,1858,No Copyright Non-Commercial,https://www.mnir.ro/en/collections/883586
Landscape with river,Ion Andreescu,SOUND,Brukenthal National Museum,Romania,1881,CC BY-SA 4.0,https://www.brukenthalmuseum.ro/en/collections/757258
Parish register entry,Nicolae Tonitza,IMAGE,National Library of Romania,Romania,1837,,https://www.bibnat.ro/dyn-doc/en/449077
Etching of the cathedral,Theodor Aman,TEXT,Brukenthal National Museum,Romania,1842,,https://www.brukenthalmuseum.ro/en/collections/184891
Trade contract,Stefan Luchian,VIDEO,National Library of Romania,Romania,1859,CC0 Public Domain,https://www.bibnat.ro/dyn-doc/en/216356
Landscape with river,Theodor Aman,VIDEO,National Library of Romania,Romania,1935,,https://www.bibnat.ro/dyn-doc/en/685934
Map of the region,Ion Andreescu,VIDEO,National Museum of Romania,Romania,1894,No Copyright Non-Commercial,https://www.mnir.ro/en/collections/219073
Letter from the archive,Nicolae Tonitza,TEXT,National Museum of Romania,Romania,1854,CC BY-SA 4.0,https://www.mnir.ro/en/collections/380345
Legal document,Nicolae Grigorescu,IMAGE,CIMEC Romania,Romania,1867,CC BY-SA 4.0,https://www.cimec.ro/Muzee/574386
Printed book page,Gheorghe Tattarescu,TEXT,National Library of Romania,Romania,1944,No Copyright Non-Commercial,https://www.bibnat.ro/dyn-doc/en/486028
Battle scene,Ion Andreescu,3D,National Library of Romania,Romania,1969,CC0 Public Domain,https://www.bibnat.ro/dyn-doc/en/509660
Architectural drawing,Vlaho Bukovac,IMAGE,National University Library Zagreb,Croatia,1538,CC0 Public Domain,https://digitalna.nsk.hr/pb/?object=830943
Chronicle of the kingdom,Celestin Medović,IMAGE,Croatian History Museum,Croatia,1816,In Copyright,https://www.hismus.hr/en/collections/815551
Printed book page,Emanuel Vidović,SOUND,Archaeological Museum Zagreb,Croatia,1296,,https://www.amz.hr/en/collections/776000
Newspaper article,Vlaho Bukovac,TEXT,National University Library Zagreb,Croatia,1774,No Copyright Non-Commercial,https://digitalna.nsk.hr/pb/?object=775987
Official decree,Bela Čikoš Sesija,VIDEO,Museum of Arts and Crafts,Croatia,1935,No Copyright Non-Commercial,https://www.muo.hr/en/collections/798199
3D scan of sculpture,Oton Iveković,TEXT,Archaeological Museum Zagreb,Croatia,1733,CC BY 4.0,https://www.amz.hr/en/collections/927691
Chronicle of the kingdom,Oton Iveković,VIDEO,Croatian History Museum,Croatia,1858,CC0 Public Domain,https://www.hismus.hr/en/collections/255544
